FL_DATE,OP_UNIQUE_CARRIER,OP_CARRIER_FL_NUM,ORIGIN,ORIGIN_STATE_ABR,DEST,DEST_STATE_ABR,CRS_DEP_TIME,DEP_TIME,HOLIDAY,DEP_DELAY_NEW,DISTANCE,aver_temp,total_snow,aver_wind_speed,precipitation,aver_visibility,label
2018-01-25,WN,8,CRP,TX,HOU,TX,630,628.0,0,0.0,187.0,12.5,0.0,13.75,0.2,9.38,0.0
2018-01-28,DL,845,PBI,FL,ATL,GA,1220,1214.0,0,0.0,545.0,23.0,0.0,24.75,0.3,9.88,0.0
2018-01-07,DL,1732,MSP,MN,SJC,CA,1947,1944.0,0,0.0,1575.0,-8.0,0.0,14.13,0.0,9.0,0.0
2018-01-10,B6,490,MCO,FL,JFK,NY,936,1001.0,0,25.0,944.0,21.0,0.0,9.88,4.9,8.63,1.0
2018-01-31,OO,3457,STL,MO,SAN,CA,1542,1538.0,0,0.0,1557.0,6.5,0.0,15.25,0.0,10.0,0.0
2018-01-14,MQ,3546,DFW,TX,ICT,KS,1040,1144.0,1,64.0,328.0,5.5,0.0,12.0,0.0,10.0,1.0
2018-01-09,WN,5679,BWI,MD,DTW,MI,825,821.0,0,0.0,409.0,2.0,0.0,7.38,0.0,9.0,0.0
2018-01-11,YX,3590,PIT,PA,ORD,IL,650,641.0,0,0.0,413.0,8.0,0.0,7.88,12.6,8.38,0.0
2018-01-08,EV,5511,CLT,NC,LGA,NY,1800,2046.0,0,166.0,544.0,-1.0,0.0,3.88,0.1,10.0,1.0
2018-01-10,UA,1211,PSP,CA,DEN,CO,1340,1327.0,0,0.0,776.0,10.0,0.0,10.5,0.2,9.88,0.0
2018-01-07,DL,2292,LGA,NY,MSP,MN,1819,1815.0,0,0.0,1020.0,-12.0,0.0,15.63,0.0,10.0,0.0
2018-01-26,AA,854,BOS,MA,PHL,PA,545,541.0,0,0.0,280.0,-4.0,0.0,11.63,0.0,10.0,0.0
2018-01-07,AA,287,SJU,PR,MIA,FL,730,719.0,0,0.0,1045.0,27.0,0.0,21.75,0.1,10.0,0.0
2018-01-15,AA,2510,SLC,UT,DFW,TX,1150,1148.0,1,0.0,989.0,2.5,0.0,4.13,0.0,10.0,0.0
2018-01-21,UA,748,EWR,NJ,SFO,CA,1828,1829.0,0,1.0,2565.0,5.0,0.0,6.88,0.1,10.0,0.0
2018-01-04,MQ,3493,DFW,TX,AMA,TX,1625,1622.0,0,0.0,312.0,4.0,0.0,5.75,0.0,10.0,0.0
2018-01-20,DL,39,ATL,GA,SEA,WA,810,809.0,0,0.0,2182.0,8.0,0.0,7.0,0.0,10.0,0.0
2018-01-17,WN,2064,RSW,FL,IND,IN,535,532.0,0,0.0,945.0,15.5,0.0,15.5,0.0,10.0,0.0
2018-01-20,WN,4043,LAS,NV,DAL,TX,1715,1710.0,0,0.0,1067.0,7.5,0.0,17.38,0.0,10.0,0.0
2018-01-16,WN,503,ATL,GA,TPA,FL,635,629.0,0,0.0,406.0,4.0,0.3,8.63,0.3,9.0,0.0
2018-01-14,WN,3641,PHX,AZ,MSY,LA,1805,1806.0,1,1.0,1300.0,19.0,0.0,9.0,0.0,10.0,0.0
2018-01-11,OO,3454,SAN,CA,MCI,MO,1925,1910.0,0,0.0,1334.0,15.0,0.0,5.0,0.0,10.0,0.0
2018-01-17,YX,4514,IND,IN,CLT,NC,1201,1419.0,0,138.0,427.0,-13.5,0.0,11.0,0.0,4.25,1.0
2018-01-19,WN,1795,SAN,CA,PHX,AZ,1300,1302.0,0,2.0,304.0,14.5,0.0,9.63,0.0,10.0,0.0
2018-01-08,WN,264,AUS,TX,FLL,FL,1010,1005.0,0,0.0,1105.0,13.5,0.0,18.13,0.0,10.0,0.0
2018-01-01,YV,6086,ROC,NY,IAD,VA,1015,1012.0,1,0.0,288.0,-14.0,0.1,21.13,0.3,7.13,0.0
2018-01-02,MQ,3738,FAR,ND,ORD,IL,1551,1650.0,1,59.0,557.0,-16.5,0.0,20.38,0.0,10.0,1.0
2018-01-30,DL,1669,ATL,GA,MCO,FL,1755,1806.0,0,11.0,404.0,3.0,0.0,13.0,0.0,10.0,0.0
2018-01-21,OO,7391,MSP,MN,MLI,IL,2045,2042.0,0,0.0,274.0,0.0,0.0,8.63,0.0,9.0,0.0
2018-01-02,WN,3862,MCO,FL,MDW,IL,1730,1757.0,1,27.0,990.0,10.0,0.0,24.0,0.9,7.0,1.0
2018-01-12,DL,2524,ATL,GA,LGA,NY,1230,1507.0,1,157.0,762.0,6.5,0.0,14.88,3.2,6.38,1.0
2018-01-11,YX,6131,LGA,NY,DCA,VA,700,655.0,0,0.0,214.0,4.5,0.0,7.63,0.0,4.25,0.0
2018-01-14,EV,4443,EWR,NJ,CHS,SC,1835,1832.0,1,0.0,628.0,-7.5,0.0,17.38,0.0,10.0,0.0
2018-01-25,NK,522,FLL,FL,EWR,NJ,600,552.0,0,0.0,1065.0,21.5,0.0,31.38,0.1,10.0,0.0
2018-01-01,EV,3897,IAH,TX,MOB,AL,1000,955.0,1,0.0,427.0,1.5,0.0,18.5,0.0,10.0,0.0
2018-01-12,B6,2927,EWR,NJ,MCO,FL,1455,1448.0,1,0.0,937.0,10.0,0.0,18.63,6.5,5.75,0.0
2018-01-07,OO,5843,IAH,TX,ATL,GA,1627,1657.0,0,30.0,689.0,14.5,0.0,11.88,2.2,10.0,1.0
2018-01-16,WN,757,DCA,VA,TPA,FL,900,1017.0,0,77.0,814.0,0.0,0.0,4.0,0.0,10.0,1.0
2018-01-22,WN,1891,DEN,CO,IND,IN,1950,1947.0,0,0.0,977.0,-3.0,0.0,11.5,0.0,10.0,0.0
2018-01-11,AA,1977,SAN,CA,PHX,AZ,1230,1221.0,0,0.0,304.0,15.0,0.0,5.0,0.0,10.0,0.0
2018-01-03,MQ,3789,ORD,IL,MDT,PA,1455,1547.0,0,52.0,594.0,-11.0,0.2,16.13,0.3,9.38,1.0
2018-01-02,WN,6643,MKE,WI,MCO,FL,1700,1653.0,1,0.0,1066.0,-15.0,0.0,22.75,0.0,10.0,0.0
2018-01-23,AA,1735,CLT,NC,LAS,NV,1135,1130.0,0,0.0,1916.0,12.5,0.0,18.38,1.7,9.0,0.0
2018-01-25,EV,2822,BTR,LA,DFW,TX,1813,1802.0,0,0.0,383.0,9.5,0.0,8.13,0.0,10.0,0.0
2018-01-20,UA,473,ORD,IL,ATL,GA,1735,1735.0,0,0.0,606.0,2.5,0.0,12.38,0.0,7.5,0.0
2018-01-17,OH,5648,DCA,VA,SDF,KY,1359,1352.0,0,0.0,474.0,-3.5,0.0,15.13,0.0,10.0,0.0
2018-01-31,OO,3462,SEA,WA,PSC,WA,1530,1542.0,0,12.0,172.0,4.0,0.0,9.0,0.0,10.0,0.0
2018-01-26,NK,729,ORD,IL,TPA,FL,800,758.0,0,0.0,1012.0,5.5,0.0,20.88,0.0,10.0,0.0
2018-01-13,AA,1931,CLT,NC,MDT,PA,1120,1119.0,1,0.0,413.0,4.0,0.0,14.38,0.0,10.0,0.0
2018-01-31,OO,4631,MSP,MN,MSN,WI,715,707.0,0,0.0,228.0,-5.0,1.3,14.5,1.8,7.75,0.0
2018-01-05,WN,5,DCA,VA,MDW,IL,1500,1456.0,0,0.0,601.0,-10.5,0.0,19.25,0.0,10.0,0.0
2018-01-19,MQ,3661,ORD,IL,ALB,NY,1345,1341.0,0,0.0,723.0,1.0,0.0,21.5,0.0,10.0,0.0
2018-01-20,WN,3550,STL,MO,MCO,FL,600,556.0,0,0.0,882.0,6.5,0.0,10.63,0.0,9.0,0.0
2018-01-08,WN,1210,LGA,NY,TPA,FL,905,904.0,0,0.0,1010.0,-4.0,0.0,17.88,0.1,10.0,0.0
2018-01-26,DL,2317,DTW,MI,LAS,NV,1550,1549.0,0,0.0,1749.0,3.5,0.0,16.63,0.0,10.0,0.0
2018-01-09,WN,2142,MCO,FL,MCI,MO,1940,1937.0,0,0.0,1072.0,20.0,0.0,11.38,3.1,6.88,0.0
2018-01-24,WN,6090,LAX,CA,SMF,CA,1645,1652.0,0,7.0,373.0,18.0,0.0,8.25,0.0,10.0,0.0
2018-01-12,AS,288,SEA,WA,SNA,CA,600,629.0,1,29.0,978.0,8.5,0.0,12.0,1.2,6.0,1.0
2018-01-15,UA,1875,LGA,NY,IAH,TX,1005,1001.0,1,0.0,1416.0,-4.5,0.0,16.5,0.0,10.0,0.0
2018-01-01,9E,3348,ATL,GA,MOB,AL,1710,1811.0,1,61.0,302.0,-4.0,0.0,13.25,0.0,10.0,1.0
2018-01-23,WN,690,LAS,NV,SNA,CA,1630,1639.0,0,9.0,226.0,8.0,0.0,5.75,0.0,10.0,0.0
2018-01-28,WN,2723,ATL,GA,AUS,TX,1945,2006.0,0,21.0,813.0,11.5,0.0,5.88,8.5,2.13,1.0
2018-01-15,AA,632,PHX,AZ,DFW,TX,600,554.0,1,0.0,868.0,18.5,0.0,5.38,0.0,10.0,0.0
2018-01-04,UA,1859,IAH,TX,PHX,AZ,1203,1156.0,0,0.0,1009.0,6.0,0.0,6.5,0.0,10.0,0.0
2018-01-26,AS,107,SEA,WA,ANC,AK,1620,1615.0,0,0.0,1448.0,3.5,0.0,9.63,0.7,8.0,0.0
2018-01-02,NK,921,LGA,NY,MYR,SC,1105,1120.0,1,15.0,563.0,-7.0,0.0,21.13,0.0,10.0,1.0
2018-01-04,AA,1202,DCA,VA,ORD,IL,1445,1449.0,0,4.0,612.0,-7.0,1.7,23.25,2.0,9.0,0.0
